GPNEWS,NEWS PRINT GREASE PAPER 190 X 150,$4.75,$4.80,200,,$4.80,200,
GPNEWSL,NEWS PRINT GREASE PAPER 400 X 330,$23.50,$23.74,200,,$23.74,200,
,,,,,,,,
BSSS702,STAINLESS STEEL SCOURER 70GRM,$7.95,$8.03,6,,$8.03,6,
BSS1321,REGULAR DUTY SPONGE SCOURER GREEN ,$4.95,$5.00,10,,$5.00,10,
WP5030RBPROLL,ALL COLOURS PREMIUM BLUE WIPE,$48.50,$48.99,6,,$8.16,1,
,,,,,,,,
2010,ALL SIZES CLEAR POWDER FREE GLOVES,$25.00,$25.25,1000,,$2.53,100,
,,,,,,,,
2045,ALL SIZES CLEAR POWDER FREE GLOVES,$27.50,$27.78,1000,,$2.78,100,
,,,,,,,,
BNG3584,LARGE CLEAR LIGHTLY  GLOVES  ,$29.00,$29.29,1000,,$2.93,100,
,,,,,,,,
GLOPXL,POLY GLOVES CLEAR XL,$33.50,$33.84,6000,,$2.82,500,
,,,,,,,,
2001,ALL SIZES NITRILE BLACK GLOVES,$55.00,$55.56,1000,,$5.56,100,
,,,,,,,,
4021B,HAIRNET BLUE 21 INCH,$24.70,$24.95,1000,,$2.49,100,
,,,,,,,,
GP16,80L HEAVY DUTY GARBAGE BAGS,$28.50,$28.79,250,,$28.79,250,
,,,,,,,,
120,ALL COLOURS MOP HEAD,$10.00,$10.10,1,,$10.10,1,
120,MOP HANDLE ALL COLOURS ,$9.25,$9.34,1,,$9.34,1,
,,,,,,,,
TH-80E,80 X 80 THERMAL ROLLS,$22.50,$22.73,24,,$0.95,1,
2-P76,76 X 76 2 PLY THERMAL ROLLS,$36.50,$36.87,24,,$1.54,1,
,,,,,,,,
DW05,GENERAL PURPOSE DISH WASH,$8.45,$8.54,5L,,,,
DW20,GENERAL PURPOSE DISH WASH,$19.85,$20.05,20L,,,,
,,,,,,,,
GRILL POWER ,HOT PLATE CLEANER ,$27.00,$27.27,5L,,,,
,,,,,,,,
631040700,MACHINE DISH LIQUID AUTO,$22.95,$23.18,5L,,,,
631040800,AUTO DISHWASHER LIQUID,$61.25,$61.87,15L,,,,
631060700,MACHINE RINSE AID,$30.65,$30.96,5L,,,,
631060800,MACHINE RINSE AID,$72.05,$72.78,15L,,,,
631031200,DISHWASHING POWDER LEMON,$69.45,$70.15,10KG,,,,
637030700,MACHINE GLASS WASH LIQUID,$10.75,$10.86,5L,,,,
631080700,OVEN AND GRILL CLEANER,$19.35,$19.55,5L,,,,
631080800,OVEN AND GRILL CLEANER,$55.55,$56.11,15L,,,,
631110700,FAT AND GREASE REMOVER,$21.55,$21.77,5L,,,,
631110800,FAT AND GREASE REMOVER,$61.55,$62.17,15L,,,,
631100700,LIME AND SCALE REMOVER,$18.15,$18.33,5L,,,,
631070700,SURFACE SPRAY AND WIPE,$18.45,$18.64,5L,,,,
631090700,FOOD SURFACE SANITISER,$25.25,$25.51,5L,,,,
632020700,TOILET BOWL  CLEANER,$22.45,$22.68,5L,,,,
632020800,TOILET BOWL  CLEANER,$62.30,$62.93,15L,,,,
632030700,BATHROOM GEL BLEACH,$14.65,$14.80,5L,,,,
632040700,DRAIN CLEANER,$29.15,$29.44,5L,,,,
632010701,DISINFECANT COMM GR LEMON,$11.75,$11.87,5L,,,,
632010702,DISINFECANT COMM GR PINE,$12.75,$12.88,5L,,,,
634010700,WINDOW AND GLASS CLEANER,$17.65,$17.83,5L,,,,
634040700,ALL PURPOSE CLEANER,$14.10,$14.24,5L,,,,
634040800,ALL PURPOSE CLEANER,$39.15,$39.55,15L,,,,
634020700,NEUTRAL CLEANER,$10.85,$10.96,5L,,,,
634030700,FLOOR CLEANER WITH AMMONIA,$13.75,$13.89,5L,,,,
634030800,FLOOR CLEANER WITH AMMONIA,$40.90,$41.31,15L,,,,
635010700,LIQUID HAND WASH,$17.55,$17.73,5L,,,,
636080700,BLEACH,$13.50,$13.64,5L,,,,
635090300,HAND SANITISER GEL PUMP,$8.25,$8.33,500ML,,,,
635099300,INSTANT HAND SANITISING GEL,$16.65,$16.82,1L,,,,
635079613,DISPENSER HAND SOAP,$13.85,$13.99,1L,,,,
